Heure/Date |Mode Guard| |Mode Alarme| Hy3 |Mode erreur|
|06-02-2018 17:33:46| 1 0 0 1
|06-02-2018 17:34:48| 1 0 0 0
|06-02-2018 17:35:48| 1 0 0 0
|06-02-2018 17:36:49| 1 0 0 0
|06-02-2018 17:37:49| 1 0 0 0
|06-02-2018 17:38:50| 1 0 0 0
|06-02-2018 17:39:50| 1 0 0 0
|06-02-2018 17:40:51| 1 0 0 0
|06-02-2018 17:41:51| 1 0 0 0
|06-02-2018 17:42:52| 1 0 0 0
|06-02-2018 17:43:53| 1 0 0 0
|06-02-2018 17:44:53| 1 0 0 0
|06-02-2018 17:45:54| 1 0 0 0
|06-02-2018 17:46:54| 1 0 0 0
|06-02-2018 17:47:55| 1 0 0 0
|06-02-2018 17:48:55| 1 0 0 0
|06-02-2018 17:49:56| 1 0 0 0
|06-02-2018 17:50:56| 1 0 0 0
|06-02-2018 17:51:56| 1 0 0 0
|06-02-2018 17:52:57| 1 0 0 0
|06-02-2018 17:53:57| 1 0 0 0
|06-02-2018 17:54:57| 1 0 0 0
|06-02-2018 17:55:58| 1 0 0 0
|06-02-2018 17:56:58| 1 0 0 0
|06-02-2018 17:57:58| 1 0 0 0
|06-02-2018 17:58:59| 1 0 0 0
|06-02-2018 17:59:59| 1 0 0 0
|06-02-2018 18:01:00| 1 0 0 0
|06-02-2018 18:02:00| 1 0 0 0
|06-02-2018 18:03:00| 1 0 0 0
|06-02-2018 18:04:01| 1 0 0 0
|06-02-2018 18:05:01| 1 0 0 0
|06-02-2018 18:06:01| 1 0 0 0
|06-02-2018 18:07:02| 1 0 0 0
|06-02-2018 18:08:03| 1 0 0 0
|06-02-2018 18:09:03| 1 0 0 0
|06-02-2018 18:10:03| 1 0 0 0
|06-02-2018 18:11:04| 1 0 0 0
|06-02-2018 18:12:04| 1 0 0 0
|06-02-2018 18:13:04| 1 0 0 0
|06-02-2018 18:14:05| 1 0 0 0
|06-02-2018 18:15:05| 1 0 0 0
|06-02-2018 18:16:06| 1 0 0 0
|06-02-2018 18:17:06| 1 0 0 0
|06-02-2018 18:18:07| 1 0 0 0
|06-02-2018 18:19:08| 1 0 0 0
|06-02-2018 18:20:08| 1 0 0 0
|06-02-2018 18:21:09| 1 0 0 0
|06-02-2018 18:22:09| 1 0 0 0
|06-02-2018 18:23:09| 1 0 0 0
|06-02-2018 18:24:10| 1 0 0 0
|06-02-2018 18:25:10| 1 0 0 0
|06-02-2018 18:26:10| 1 0 0 0
|06-02-2018 18:27:11| 1 0 0 0
|06-02-2018 18:28:11| 1 0 0 0
|06-02-2018 18:29:12| 1 0 0 0
|06-02-2018 18:30:13| 1 0 0 0
|06-02-2018 18:31:14| 1 0 0 0
|06-02-2018 18:32:14| 1 0 0 0
|06-02-2018 18:33:15| 1 0 0 0
|06-02-2018 18:34:15| 1 0 0 0
|06-02-2018 18:35:16| 1 0 0 0
|06-02-2018 18:36:16| 1 0 0 0
|06-02-2018 18:37:16| 1 0 0 0
|06-02-2018 18:38:17| 1 0 0 0
|06-02-2018 18:39:17| 1 0 0 0
|06-02-2018 18:40:18| 1 0 0 0
|06-02-2018 18:41:18| 1 0 0 0
|06-02-2018 18:42:18| 1 0 0 0
|06-02-2018 18:43:19| 1 0 0 0
|06-02-2018 18:44:19| 1 0 0 0
|06-02-2018 18:45:20| 1 0 0 0
|06-02-2018 18:46:20| 1 0 0 0
|06-02-2018 18:47:20| 1 0 0 0
|06-02-2018 18:48:20| 1 0 0 0
|06-02-2018 18:49:21| 1 0 0 0
|06-02-2018 18:50:21| 1 0 0 0
|06-02-2018 18:51:22| 1 0 0 0
|06-02-2018 18:52:22| 1 0 0 0
|06-02-2018 18:53:23| 1 0 0 0
|06-02-2018 18:54:23| 1 0 0 0
|06-02-2018 18:55:23| 1 0 0 0
|06-02-2018 18:56:24| 1 0 0 0
|06-02-2018 18:57:24| 1 0 0 0
|06-02-2018 18:58:25| 1 0 0 0
|06-02-2018 18:59:25| 1 0 0 0
|06-02-2018 19:00:25| 1 0 0 0
|06-02-2018 19:01:26| 1 0 0 0
|06-02-2018 19:02:26| 1 0 0 0
|06-02-2018 19:03:26| 1 0 0 0
|06-02-2018 19:04:27| 1 0 0 0
|06-02-2018 19:05:27| 1 0 0 0
|06-02-2018 19:06:27| 1 0 0 0
|06-02-2018 19:07:28| 1 0 0 0
|06-02-2018 19:08:28| 1 0 0 0
|06-02-2018 19:09:28| 1 0 0 0
|06-02-2018 19:10:29| 1 0 0 0
|06-02-2018 19:11:29| 1 0 0 0
|06-02-2018 19:12:30| 1 0 0 0
|06-02-2018 19:13:30| 1 0 0 0
|06-02-2018 19:14:30| 1 0 0 0
|06-02-2018 19:15:31| 1 0 0 0
|06-02-2018 19:16:31| 1 0 0 0
|06-02-2018 19:17:32| 1 0 0 0
|06-02-2018 19:18:32| 1 0 0 0
|06-02-2018 19:19:33| 1 0 0 0
|06-02-2018 19:20:33| 1 0 0 0
|06-02-2018 19:21:34| 1 0 0 0
|06-02-2018 19:22:34| 1 0 0 0
|06-02-2018 19:23:34| 1 0 0 0
|06-02-2018 19:24:35| 1 0 0 0
|06-02-2018 19:25:35| 1 0 0 0
|06-02-2018 19:26:36| 1 0 0 0
|06-02-2018 19:27:36| 1 0 0 0
|06-02-2018 19:28:36| 1 0 0 0
|06-02-2018 19:29:37| 1 0 0 0
|06-02-2018 19:30:37| 1 0 0 0
|06-02-2018 19:31:37| 1 0 0 0
|06-02-2018 19:32:38| 1 0 0 0
|06-02-2018 19:33:38| 1 0 0 0
|06-02-2018 19:34:39| 1 0 0 0
|06-02-2018 19:35:39| 1 0 0 0
|06-02-2018 19:36:40| 1 0 0 0
|06-02-2018 19:37:40| 1 0 0 0
|06-02-2018 19:38:40| 1 0 0 0
|06-02-2018 19:39:41| 1 0 0 0
|06-02-2018 19:40:41| 1 0 0 0
|06-02-2018 19:41:42| 1 0 0 0
|06-02-2018 19:42:42| 1 0 0 0
|06-02-2018 19:43:42| 1 0 0 0
|06-02-2018 19:44:43| 1 0 0 0
|06-02-2018 19:45:43| 1 0 0 0
|06-02-2018 19:46:44| 1 0 0 0
|06-02-2018 19:47:44| 1 0 0 0
|06-02-2018 19:48:45| 1 0 0 0
|06-02-2018 19:49:45| 1 0 0 0
|06-02-2018 19:50:45| 1 0 0 0
|06-02-2018 19:51:46| 1 0 0 0
|06-02-2018 19:52:46| 1 0 0 0
|06-02-2018 19:53:47| 1 0 0 0
|06-02-2018 19:54:47| 1 0 0 0
|06-02-2018 19:55:47| 1 0 0 0
|06-02-2018 19:56:48| 1 0 0 0
|06-02-2018 19:57:48| 1 0 0 0
|06-02-2018 19:58:49| 1 0 0 0
|06-02-2018 19:59:49| 1 0 0 0
|06-02-2018 20:00:50| 1 0 0 0
|06-02-2018 20:01:50| 1 0 0 0
|06-02-2018 20:02:51| 1 0 0 0
|06-02-2018 20:03:51| 1 0 0 0
|06-02-2018 20:04:51| 1 0 0 0
|06-02-2018 20:05:52| 1 0 0 0
|06-02-2018 20:06:52| 1 0 0 0
|06-02-2018 20:07:52| 1 0 0 0
|06-02-2018 20:08:53| 1 0 0 0
|06-02-2018 20:09:53| 1 0 0 0
|06-02-2018 20:10:54| 1 0 0 0
|06-02-2018 20:11:54| 1 0 0 0
|06-02-2018 20:12:55| 1 0 0 0
|06-02-2018 20:13:55| 1 0 0 0
|06-02-2018 20:14:55| 1 0 0 0
|06-02-2018 20:15:56| 1 0 0 0
|06-02-2018 20:16:56| 1 0 0 0
|06-02-2018 20:17:56| 1 0 0 0
|06-02-2018 20:18:57| 1 0 0 0
|06-02-2018 20:19:57| 1 0 0 0
|06-02-2018 20:20:57| 1 0 0 0
|06-02-2018 20:21:58| 1 0 0 0
|06-02-2018 20:22:58| 1 0 0 0
|06-02-2018 20:23:59| 1 0 0 0
|06-02-2018 20:24:59| 1 0 0 0
|06-02-2018 20:25:59| 1 0 0 0
|06-02-2018 20:27:00| 1 0 0 0
|06-02-2018 20:28:00| 1 0 0 0
|06-02-2018 20:29:01| 1 0 0 0
|06-02-2018 20:30:01| 1 0 0 0
|06-02-2018 20:31:01| 1 0 0 0
|06-02-2018 20:32:02| 1 0 0 0
|06-02-2018 20:33:02| 1 0 0 0
|06-02-2018 20:34:02| 1 0 0 1
